name,cuisines,avg_cost_for_two,has_online_delivery,has_table_booking,price_range,aggregate_rating,rating_text,votes,city,locality,latitude,longitude,currency,price_label,primary_cuisine,rating_cat,delivery_label
Red Mesa Restaurant,"Breakfast, Mexican",40,0,0,3,4.5,Excellent,1203,Tampa Bay,Northeast St Petersburg,27.8168480000,-82.6388430000,$,Premium,Breakfast,Excellent,No Delivery
Mr. Dunderbak's Biergarten and Marketplatz,"European, German",40,0,0,3,4.9,Excellent,1413,Tampa Bay,New Tampa,28.0829090000,-82.4129400000,$,Premium,European,Excellent,No Delivery
Ceviche Tapas Bar & Restaurant,"Breakfast, Spanish, Tapas",25,0,0,2,4.4,Very Good,1007,Tampa Bay,Hyde Park,27.9410382000,-82.4852372000,$,Moderate,Breakfast,Very Good,No Delivery
The Moon Under Water,"British, Bar Food, Sandwich",25,0,0,2,4.1,Very Good,1020,Tampa Bay,Downtown St Petersburg,27.7754620000,-82.6321740000,$,Moderate,British,Very Good,No Delivery
Rumba Island Bar & Grill,"BBQ, Caribbean, Seafood",25,0,0,2,4.6,Excellent,1321,Tampa Bay,Clearwater,27.9607600000,-82.7626240000,$,Moderate,BBQ,Excellent,No Delivery
Conch Republic Grill,"Sandwich, Seafood, Steak",40,0,0,3,4.5,Excellent,844,Tampa Bay,Madeira Beach/Redington Beach,27.8160860000,-82.8208560000,$,Premium,Sandwich,Excellent,No Delivery
Daily Eats,"American, Burger",25,0,0,2,4.4,Very Good,803,Tampa Bay,Hyde Park,27.9350390000,-82.4831240000,$,Moderate,American,Very Good,No Delivery
McGuire's Irish Pub & Brewery,"Burger, Bar Food, Steak",40,0,0,3,4.9,Excellent,2238,Pensacola,Pensacola,30.4179000000,-87.2027000000,$,Premium,Burger,Excellent,No Delivery
Cactus Flower Cafe,"Latin American, Mexican, Southwestern",25,0,0,2,4.2,Very Good,1268,Pensacola,Pensacola,30.4473322000,-87.2080932000,$,Moderate,Latin American,Very Good,No Delivery
Peg Leg Pete's,"Burger, Sandwich, Seafood",40,0,0,3,4.4,Very Good,1408,Pensacola,Pensacola Beach,30.3278640000,-87.1643760000,$,Premium,Burger,Very Good,No Delivery
The Grand Marlin,"Caribbean, Seafood",40,0,0,3,4.3,Very Good,905,Pensacola,Pensacola Beach,30.3426200000,-87.1491780000,$,Premium,Caribbean,Very Good,No Delivery
The Fish House,"American, Seafood, Sushi",40,0,0,3,4.0,Very Good,1270,Pensacola,Pensacola,30.4073580000,-87.2110820000,$,Premium,American,Very Good,No Delivery
Cactus Flower Cafe Navarre,"Mexican, Southwestern, Tex-Mex",25,0,0,2,4.2,Very Good,635,Pensacola,Navarre,30.4025979000,-86.8573393000,$,Moderate,Mexican,Very Good,No Delivery
The Tin Cow,"Burger, Bar Food",25,0,0,2,3.7,Good,559,Pensacola,Pensacola,30.4116106000,-87.2150874000,$,Moderate,Burger,Good,No Delivery
Tu-Do Vietnamese Restaurant,"Asian, Vietnamese",10,0,0,1,4.5,Excellent,828,Pensacola,Pensacola,30.4982000000,-87.2216000000,$,Budget,Asian,Excellent,No Delivery
Flounders Chowder House,Seafood,40,0,0,3,3.9,Good,724,Pensacola,Pensacola Beach,30.3359000000,-87.1430000000,$,Premium,Seafood,Good,No Delivery
Fisherman's Corner,"Sandwich, Seafood, Cajun",40,0,0,3,4.4,Very Good,747,Pensacola,Perdido Key,30.3084680000,-87.4277070000,$,Premium,Sandwich,Very Good,No Delivery
Global Grill,"European, International, Tapas",40,0,0,3,4.4,Very Good,900,Pensacola,Pensacola,30.4118780000,-87.2153054000,$,Premium,European,Very Good,No Delivery
New Yorker Deli & Pizzeria,"Italian, Pizza, Sandwich",10,0,0,1,4.6,Excellent,792,Pensacola,Pensacola,30.4251000000,-87.1819000000,$,Budget,Italian,Excellent,No Delivery
Ichiban,"Japanese, Sushi",25,0,0,2,4.3,Very Good,765,Pensacola,Pensacola,30.4767000000,-87.2252000000,$,Moderate,Japanese,Very Good,No Delivery
Dharma Blue,"Seafood, Sushi",40,0,0,3,4.1,Very Good,669,Pensacola,Pensacola,30.4101000000,-87.2092000000,$,Premium,Seafood,Very Good,No Delivery
Carrabba's Italian Grill,"Italian, Pizza, Seafood",40,0,0,3,3.7,Good,292,Pensacola,Pensacola,30.4173180000,-87.2058550000,$,Premium,Italian,Good,No Delivery
Hemingway's Island Grill,"Caribbean, Seafood, Steak",40,0,0,3,3.5,Good,479,Pensacola,Pensacola Beach,30.3355210000,-87.1426020000,$,Premium,Caribbean,Good,No Delivery
Tuscan Oven,"Italian, Mediterranean, Pizza",25,0,0,2,4.1,Very Good,502,Pensacola,Pensacola,30.4692000000,-87.2140000000,$,Moderate,Italian,Very Good,No Delivery
Original Georgios Authentic Greek Food,Greek,10,0,0,1,4.7,Excellent,816,Pensacola,Perdido Key,30.3199824000,-87.4218962000,$,Budget,Greek,Excellent,No Delivery
Jaco's Bayfront Bar and Grille,Tapas,25,0,0,2,3.9,Good,502,Pensacola,Pensacola,30.4030340000,-87.2132740000,$,Moderate,Tapas,Good,No Delivery
Native Cafe,"Breakfast, Burger",25,0,0,2,4.2,Very Good,591,Pensacola,Pensacola Beach,30.3347760000,-87.1329320000,$,Moderate,Breakfast,Very Good,No Delivery
Jimmie's Hot Dogs,,10,0,0,1,3.9,Good,160,Albany,Albany,31.5751000000,-84.1534000000,$,Budget,,Good,No Delivery
The Catch Seafood Room & Oyster Bar,"Seafood, Tapas, Bar Food",40,0,0,3,3.8,Good,250,Albany,Albany,31.6058820000,-84.2050250000,$,Premium,Seafood,Good,No Delivery
Henry Campbell's Steakhouse,"Steak, Tapas, Bar Food",70,0,0,4,3.5,Good,51,Albany,Albany,31.6121210000,-84.2232780000,$,Luxury,Steak,Good,No Delivery
Harvest Moon,"Pizza, Bar Food, Sandwich",25,0,0,2,3.7,Good,147,Albany,Albany,31.6049050000,-84.2057180000,$,Moderate,Pizza,Good,No Delivery
Locos Grill & Pub,"American, Burger, Sandwich",25,0,0,2,3.5,Good,57,Albany,Albany,31.6077000000,-84.2228000000,$,Moderate,American,Good,No Delivery
Villa Gargano,"Italian, Pizza",10,0,0,1,3.7,Good,117,Albany,Albany,31.5985000000,-84.1757000000,$,Budget,Italian,Good,No Delivery
House of China Restaurant II,Chinese,10,0,0,1,3.8,Good,153,Albany,Albany,31.6104000000,-84.2120000000,$,Budget,Chinese,Good,No Delivery
Guang Zhou Chinese Restaurant,"Asian, Chinese, Vegetarian",10,0,0,1,3.9,Good,141,Albany,Albany,31.6155186000,-84.2091458000,$,Budget,Asian,Good,No Delivery
Mikata Japanese Steakhouse,"Japanese, Steak, Sushi",40,0,0,3,3.6,Good,115,Albany,Albany,31.6137000000,-84.2164000000,$,Premium,Japanese,Good,No Delivery
Hong Kong Cafe,"Chinese, Seafood, Vegetarian",25,0,0,2,3.6,Good,88,Albany,Albany,31.6156000000,-84.2191000000,$,Moderate,Chinese,Good,No Delivery
Austin's BBQ and Oyster Bar,"BBQ, Burger, Seafood",25,0,0,2,3.3,Average,35,Albany,Albany,31.6103870000,-84.2215350000,$,Moderate,BBQ,Average,No Delivery
BJ's Country Buffet,"American, BBQ",10,0,0,1,3.3,Average,25,Albany,Albany,31.6087430000,-84.2070950000,$,Budget,American,Average,No Delivery
Pearly's Famous Country Cookng,,0,0,0,1,3.4,Average,36,Albany,Albany,31.5882000000,-84.1759000000,$,Budget,,Average,No Delivery
Shogun Japanese Steak House,"Japanese, Steak, Sushi",40,0,0,3,3.5,Good,51,Albany,Albany,31.6118000000,-84.2233000000,$,Premium,Japanese,Good,No Delivery
Cookie Shoppe,,0,0,0,1,3.4,Average,34,Albany,Albany,31.5772000000,-84.1540000000,$,Budget,,Average,No Delivery
Chick-fil-A,Fast Food,10,0,0,1,3.5,Good,67,Albany,Albany,31.6160000000,-84.2193000000,$,Budget,Fast Food,Good,No Delivery
Elements Coffee Co - Northwest,"Coffee and Tea, Sandwich",10,0,0,1,3.4,Average,26,Albany,Albany,31.6224120000,-84.2069440000,$,Budget,Coffee and Tea,Average,No Delivery
El Vaquero Mexican Restaurant,Mexican,0,0,0,1,3.4,Average,45,Albany,Albany,31.6158000000,-84.2194000000,$,Budget,Mexican,Average,No Delivery
Longhorn Steakhouse,"American, Steak",25,0,0,2,3.5,Good,58,Albany,Albany,31.6185000000,-84.2229000000,$,Moderate,American,Good,No Delivery
3 Squares Diner,"American, Breakfast, Diner",10,0,0,1,3.4,Average,20,Albany,Sylvester,31.5308000000,-83.8389000000,$,Budget,American,Average,No Delivery
Passage 2 India,"Indian, Middle Eastern",25,0,0,2,3.8,Good,245,Valdosta,Valdosta,30.8711400000,-83.2893380000,$,Moderate,Indian,Good,No Delivery
Steel Magnolias,Southern,40,0,0,3,3.8,Good,225,Valdosta,Valdosta,30.8316000000,-83.2796000000,$,Premium,Southern,Good,No Delivery
Bleu Pub,"Burger, Bar Food, Vegetarian",10,0,0,1,3.8,Good,281,Valdosta,Valdosta,30.8308000000,-83.2792000000,$,Budget,Burger,Good,No Delivery
Smok'n Pig B-B-Q,BBQ,25,0,0,2,4.1,Very Good,575,Valdosta,Valdosta,30.8970870000,-83.3327960000,$,Moderate,BBQ,Very Good,No Delivery
Rodeo Mexican Restaurant,Mexican,25,0,0,2,3.8,Good,199,Valdosta,Valdosta,30.8680000000,-83.2868000000,$,Moderate,Mexican,Good,No Delivery
Giulios Greek & Italian Restaurant,"Greek, Italian",40,0,0,3,3.8,Good,221,Valdosta,Valdosta,30.8433000000,-83.2851000000,$,Premium,Greek,Good,No Delivery
Bubba Jax Crab Shack,"Fast Food, Seafood",40,0,0,3,3.7,Good,137,Valdosta,Valdosta,30.8223548000,-83.3085736000,$,Premium,Fast Food,Good,No Delivery
Friends Grille and Bar,"American, Southern",25,0,0,2,3.9,Good,243,Valdosta,Valdosta,30.8801460000,-83.2963300000,$,Moderate,American,Good,No Delivery
306 North Restaurant,"Seafood, Southern",40,0,0,3,3.9,Good,231,Valdosta,Valdosta,30.8332000000,-83.2799000000,$,Premium,Seafood,Good,No Delivery
Austins Cattle Co,"Burger, Seafood, Steak",40,0,0,3,3.7,Good,216,Valdosta,Valdosta,30.8164364000,-83.3170843000,$,Premium,Burger,Good,No Delivery
Bleu Cafe,"Pizza, Sandwich",25,0,0,2,3.7,Good,185,Valdosta,Valdosta,30.8308000000,-83.2790000000,$,Moderate,Pizza,Good,No Delivery
Mori's Japanese Steakhouse & Sushi Bar,"Japanese, Steak, Sushi",70,0,0,4,3.5,Good,208,Valdosta,Valdosta,30.8415470000,-83.3189580000,$,Luxury,Japanese,Good,No Delivery
Mom & Dad's Italian Restaurant,Italian,25,0,0,2,3.7,Good,183,Valdosta,Valdosta,30.8971000000,-83.3283000000,$,Moderate,Italian,Good,No Delivery
Cheddar's Scratch Kitchen,American,25,0,0,2,3.7,Good,209,Valdosta,Valdosta,30.8246910000,-83.3164020000,$,Moderate,American,Good,No Delivery
La Jalisco Supermercato,Mexican,10,0,0,1,3.5,Good,46,Valdosta,Valdosta,30.8465000000,-83.2810000000,$,Budget,Mexican,Good,No Delivery
Beijing Cafe,"Asian, Chinese, Thai",35,0,0,3,3.8,Good,185,Valdosta,Valdosta,30.8418920000,-83.3185540000,$,Premium,Asian,Good,No Delivery
Masato Japanese,"Japanese, Sushi",25,0,0,2,3.9,Good,262,Valdosta,Valdosta,30.8467630000,-83.3103430000,$,Moderate,Japanese,Good,No Delivery
El Cazador,Mexican,10,0,0,1,3.7,Good,168,Valdosta,Valdosta,30.8508880000,-83.2807800000,$,Budget,Mexican,Good,No Delivery
Buffalo Wild Wings,Bar Food,25,0,0,2,3.4,Average,98,Valdosta,Valdosta,30.8468190000,-83.3191230000,$,Moderate,Bar Food,Average,No Delivery
El Toreo Mexican Restaurant,Mexican,25,0,0,2,3.1,Average,83,Valdosta,Valdosta,30.8426000000,-83.3247000000,$,Moderate,Mexican,Average,No Delivery
Eat at Thai,Thai,10,0,0,1,4.6,Excellent,357,Gainesville,Gainesville,34.3001820000,-83.8579930000,$,Budget,Thai,Excellent,No Delivery
Troll Tavern,"Burger, German, Sandwich",25,0,0,2,2.2,Poor,108,Gainesville,Helen,34.7021000000,-83.7334000000,$,Moderate,Burger,Poor,No Delivery
Hofer's Bakery & Cafe,"German, Ice Cream",10,0,0,1,3.9,Good,136,Gainesville,Helen,34.7024000000,-83.7345000000,$,Budget,German,Good,No Delivery
Atlanta Highway Seafood Market,"Sandwich, Seafood, Cajun",25,0,0,2,4.9,Excellent,681,Gainesville,Gainesville,34.2851020000,-83.8384570000,$,Moderate,Sandwich,Excellent,No Delivery
2 Dog,"American, European, Sandwich",25,0,0,2,4.2,Very Good,350,Gainesville,Gainesville,34.3005670000,-83.8240230000,$,Moderate,American,Very Good,No Delivery
Re-Cess,"American, Southern",25,0,0,2,4.2,Very Good,319,Gainesville,Gainesville,34.3003320000,-83.8268600000,$,Moderate,American,Very Good,No Delivery
Bourbon Street Grille,"American, Burger, Cajun",25,0,0,2,3.8,Good,88,Gainesville,Dahlonega,34.5329730000,-83.9853530000,$,Moderate,American,Good,No Delivery
Bodensee,German,40,0,0,3,3.8,Good,114,Gainesville,Helen,34.7015940000,-83.7277410000,$,Premium,German,Good,No Delivery
The Nacoochee Village Tavern & Pizzeria,"Italian, Pizza, Sandwich",10,0,0,1,4.0,Very Good,161,Gainesville,Helen,34.6912080000,-83.7134980000,$,Budget,Italian,Very Good,No Delivery
Corkscrew Cafe,,40,0,0,3,3.9,Good,209,Gainesville,Dahlonega,34.5318000000,-83.9858000000,$,Premium,,Good,No Delivery
Moonie's Texas Barbecue,"BBQ, Sandwich",10,0,0,1,4.1,Very Good,182,Gainesville,Flowery Branch,34.1800430000,-83.9277940000,$,Budget,BBQ,Very Good,No Delivery
Shenanigan's Irish Pub,"Bar Food, Seafood, Vegetarian",25,0,0,2,4.1,Very Good,171,Gainesville,Dahlonega,34.5331980000,-83.9861190000,$,Moderate,Bar Food,Very Good,No Delivery
Hoka-Hoka Japanese Steak & Sushi,"Chinese, Japanese, Thai",10,0,0,1,4.4,Very Good,267,Gainesville,Dahlonega,34.5410440000,-83.9893170000,$,Budget,Chinese,Very Good,No Delivery
Houndstooth Grill & Tavern,"American, Sandwich, Seafood",25,0,0,2,4.4,Very Good,239,Gainesville,Braselton,34.0901000000,-83.8461000000,$,Moderate,American,Very Good,No Delivery
Hawg Wild BBQ & Catfish House,"BBQ, Burger, Seafood",10,0,0,1,4.1,Very Good,235,Gainesville,Clarkesville,34.6180200000,-83.5206930000,$,Budget,BBQ,Very Good,No Delivery
Smokin Gold BBQ,BBQ,10,0,0,1,3.9,Good,133,Gainesville,Dahlonega,34.5336260000,-83.9839390000,$,Budget,BBQ,Good,No Delivery
Fish Tales Lakeside Grille,Seafood,25,0,0,2,3.8,Good,107,Gainesville,Flowery Branch,34.1835730000,-83.9380240000,$,Moderate,Seafood,Good,No Delivery
Longstreet Cafe,Southern,10,0,0,1,4.3,Very Good,298,Gainesville,Gainesville,34.3166000000,-83.8272000000,$,Budget,Southern,Very Good,No Delivery
Antebellum,"American, Southern",40,0,0,3,4.3,Very Good,164,Gainesville,Flowery Branch,34.1857070000,-83.9262170000,$,Premium,American,Very Good,No Delivery
Smoke House BBQ and Catering,BBQ,25,0,0,2,3.8,Good,89,Gainesville,Gainesville,34.2227550000,-83.8600980000,$,Moderate,BBQ,Good,No Delivery
Henry's,"American, Breakfast",10,0,0,1,4.1,Very Good,287,Savannah,Savannah,32.0794767000,-81.0905213000,$,Budget,American,Very Good,No Delivery
Zunzi's,"International, Mediterranean, Sandwich",25,0,0,2,4.5,Excellent,796,Savannah,Savannah,32.0775000000,-81.0911000000,$,Moderate,International,Excellent,No Delivery
The Olde Pink House,"American, Seafood, Southern",70,0,0,4,4.4,Very Good,1803,Savannah,Savannah,32.0798000000,-81.0897000000,$,Luxury,American,Very Good,No Delivery
Lulu's Chocolate Bar,"Coffee and Tea, Desserts",10,0,0,1,4.3,Very Good,456,Savannah,Savannah,32.0807420000,-81.0970510000,$,Budget,Coffee and Tea,Very Good,No Delivery
Leopold's Ice Cream,"Desserts, Sandwich, Ice Cream",10,0,0,1,4.6,Excellent,880,Savannah,Savannah,32.0785000000,-81.0894000000,$,Budget,Desserts,Excellent,No Delivery
The Lady & Sons,Southern,40,0,0,3,3.3,Average,1201,Savannah,Savannah,32.0804000000,-81.0954000000,$,Premium,Southern,Average,No Delivery
The Crab Shack,Seafood,40,0,0,3,3.8,Good,883,Savannah,Tybee Island,32.0116890000,-80.8659090000,$,Premium,Seafood,Good,No Delivery
J. Christopher's,"Breakfast, Diner, Sandwich",25,0,0,2,4.3,Very Good,710,Savannah,Savannah,32.0744950000,-81.0914820000,$,Moderate,Breakfast,Very Good,No Delivery
Rocks on the River,"Pizza, Seafood, Steak",70,0,0,4,4.0,Very Good,687,Savannah,Savannah,32.0813940000,-81.0924840000,$,Luxury,Pizza,Very Good,No Delivery
Mrs. Wilkes' Dining Room,"American, Southern",40,0,0,3,4.5,Excellent,1014,Savannah,Savannah,32.0727000000,-81.0955000000,$,Premium,American,Excellent,No Delivery
Green Truck Pub,Burger,40,0,0,3,4.7,Excellent,906,Savannah,Savannah,32.0528580000,-81.0966470000,$,Premium,Burger,Excellent,No Delivery
Huey's On The River,"Breakfast, Cajun",40,0,0,3,4.1,Very Good,802,Savannah,Savannah,32.0812000000,-81.0897000000,$,Premium,Breakfast,Very Good,No Delivery
Moon River Brewing Company,"American, Bar Food, Sandwich",25,0,0,2,3.7,Good,747,Savannah,Savannah,32.0809000000,-81.0916000000,$,Moderate,American,Good,No Delivery
Goose Feathers Cafe and Bakery,"Breakfast, Vegetarian",10,0,0,1,4.2,Very Good,680,Savannah,Savannah,32.0801000000,-81.0941000000,$,Budget,Breakfast,Very Good,No Delivery
Crystal Beer Parlor,"American, Bar Food",25,0,0,2,4.4,Very Good,690,Savannah,Savannah,32.0735000000,-81.0979000000,$,Moderate,American,Very Good,No Delivery
B. Matthew's Eatery,"American, Breakfast",25,0,0,2,4.1,Very Good,683,Savannah,Savannah,32.0798000000,-81.0875000000,$,Moderate,American,Very Good,No Delivery
Tybee Island Social Club,,10,0,0,1,3.9,Good,309,Savannah,Tybee Island,31.9958100000,-80.8482970000,$,Budget,,Good,No Delivery
Pirates' House Restaurant,"American, Seafood, Steak",40,0,0,3,3.8,Good,566,Savannah,Savannah,32.0782000000,-81.0844000000,$,Premium,American,Good,No Delivery
SOHO South Cafe,"Cafe, Sandwich, Southern",25,0,0,2,4.3,Very Good,719,Savannah,Savannah,32.0747000000,-81.0939000000,$,Moderate,Cafe,Very Good,No Delivery
Vic's On The River,American,70,0,0,4,4.1,Very Good,558,Savannah,Savannah,32.0809000000,-81.0908000000,$,Luxury,American,Very Good,No Delivery
Cannon Brewpub,"Pizza, Bar Food",25,0,0,2,3.9,Good,330,Columbus,Columbus,32.4656000000,-84.9936000000,$,Moderate,Pizza,Good,No Delivery
Buckhead Bar and Grill,"Seafood, Steak, Vegetarian",40,0,0,3,4.2,Very Good,722,Columbus,Columbus,32.5131540000,-84.9536700000,$,Premium,Seafood,Very Good,No Delivery
Cafe Le Rue @ The Landings,"American, Seafood, Cajun",25,0,0,2,4.6,Excellent,489,Columbus,Columbus,32.5192470000,-84.9559100000,$,Moderate,American,Excellent,No Delivery
Meritage,"American, Tapas",40,0,0,3,4.1,Very Good,302,Columbus,Columbus,32.4661580000,-84.9920930000,$,Premium,American,Very Good,No Delivery
Mark's City Grille,American,25,0,0,2,4.5,Excellent,345,Columbus,Columbus,32.5555910000,-84.9270470000,$,Moderate,American,Excellent,No Delivery
The Black Cow,American,25,0,0,2,4.3,Very Good,287,Columbus,Columbus,32.4687570000,-84.9913840000,$,Moderate,American,Very Good,No Delivery
Country's Barbecue,"BBQ, Southern",25,0,0,2,4.0,Very Good,353,Columbus,Columbus,32.4792000000,-84.9464000000,$,Moderate,BBQ,Very Good,No Delivery
Chef Lee's Peking Restaurant,Chinese,25,0,0,2,4.0,Very Good,335,Columbus,Columbus,32.5393000000,-84.9607000000,$,Moderate,Chinese,Very Good,No Delivery
Burt's Butcher Shoppe and Eatery,Steak,25,0,0,2,4.3,Very Good,213,Columbus,Columbus,32.5046570000,-84.9475690000,$,Moderate,Steak,Very Good,No Delivery
Mongo The Mongolian Fire Pit,"Asian, Chinese",10,0,0,1,4.2,Very Good,355,Columbus,Columbus,32.5609050000,-84.9386980000,$,Budget,Asian,Very Good,No Delivery
Wood Stone,"Italian, Mediterranean, Pizza",40,0,0,3,4.0,Very Good,264,Columbus,Columbus,32.5272170000,-84.9632010000,$,Premium,Italian,Very Good,No Delivery
Uptown Vietnam cuisine,"Asian, Vietnamese",10,0,0,1,3.3,Average,33,Columbus,Columbus,32.4703150000,-84.9926710000,$,Budget,Asian,Average,No Delivery
Hunter's Pub,"American, Seafood, Steak",40,0,0,3,4.4,Very Good,235,Columbus,Hamilton,32.7455000000,-85.0213000000,$,Premium,American,Very Good,No Delivery
Samurai Japanese Cuisine & Sushi Bar,"Japanese, Steak, Sushi",40,0,0,3,3.6,Good,109,Columbus,Columbus,32.4652417000,-84.9933631000,$,Premium,Japanese,Good,No Delivery
Mellow Mushroom,Pizza,25,0,0,2,4.1,Very Good,192,Columbus,Columbus,32.5321000000,-84.9557000000,$,Moderate,Pizza,Very Good,No Delivery
Ruth Ann's Family Restaurant,"Breakfast, Diner, Southern",10,0,0,1,3.7,Good,123,Columbus,Columbus,32.4637000000,-84.9876000000,$,Budget,Breakfast,Good,No Delivery
Deorio's,"Italian, Pizza",0,0,0,1,4.0,Very Good,170,Columbus,Columbus,32.4810000000,-84.9427000000,$,Budget,Italian,Very Good,No Delivery
B Merrell's,"Burger, Bar Food, Southern",25,0,0,2,3.8,Good,149,Columbus,Columbus,32.5577000000,-84.9436000000,$,Moderate,Burger,Good,No Delivery
Fuji Japanese Steak House,"Japanese, Steak",40,0,0,3,3.9,Good,247,Columbus,Columbus,32.5382197000,-84.9549840000,$,Premium,Japanese,Good,No Delivery
Wasabi Sushi and Thai,"Japanese, Sushi, Thai",40,0,0,3,3.7,Good,134,Columbus,Columbus,32.5340020000,-84.9666100000,$,Premium,Japanese,Good,No Delivery
Oakwood Cafe,"BBQ, Breakfast, Southern",10,0,0,1,4.9,Excellent,249,Dalton,Dalton,34.7696860000,-84.9693930000,$,Budget,BBQ,Excellent,No Delivery
Fuji Japanese Steakhouse,"Japanese, Sushi",40,0,0,3,3.8,Good,145,Dalton,Dalton,34.7595510000,-84.9923420000,$,Premium,Japanese,Good,No Delivery
Farm To Fork,"American, Diner, Southern",10,0,0,1,4.3,Very Good,244,Dalton,Ringgold,34.9121090000,-85.1304920000,$,Budget,American,Very Good,No Delivery
Tony's Italian Restaurant & Pizza,Italian,25,0,0,2,3.7,Good,116,Dalton,Dalton,34.7586450000,-84.9996780000,$,Moderate,Italian,Good,No Delivery
Dub's High on the Hog,BBQ,25,0,0,2,4.4,Very Good,207,Dalton,Calhoun,34.4972488000,-84.9523921000,$,Moderate,BBQ,Very Good,No Delivery
Christian and Jake's Bistro,"Desserts, Sandwich",10,0,0,1,4.4,Very Good,122,Dalton,Calhoun,34.4746350000,-84.9262580000,$,Budget,Desserts,Very Good,No Delivery
Bailey's Bar-B-Que,BBQ,10,0,0,1,4.1,Very Good,128,Dalton,Ringgold,34.9273000000,-85.1321000000,$,Budget,BBQ,Very Good,No Delivery
Pie Slingers Pizzeria,"Italian, Pizza",10,0,0,1,4.1,Very Good,144,Dalton,Rock Spring,34.8519070000,-85.2497270000,$,Budget,Italian,Very Good,No Delivery
Thatcher's Barbeque and Grill,"American, BBQ, Southern",25,0,0,2,3.7,Good,38,Dalton,Calhoun,34.5251331000,-84.9396931000,$,Moderate,American,Good,No Delivery
Soho Hibachi,Japanese,10,0,0,1,4.3,Very Good,116,Dalton,Fort Oglethorpe,34.9528157000,-85.2462370000,$,Budget,Japanese,Very Good,No Delivery
Sierra's Mexican Restaurant,"Mexican, Tex-Mex",10,0,0,1,3.9,Good,66,Dalton,Chatsworth,34.7524760000,-84.7679110000,$,Budget,Mexican,Good,No Delivery
